event_type,log_feature,volume,resource_type,severity_type
event_type 20,feature 134,1,resource_type 2,severity_type 1
event_type 11,feature 170,84,resource_type 8,severity_type 1
event_type 35,feature 233,4,resource_type 2,severity_type 2
event_type 35,feature 233,6,resource_type 2,severity_type 2
event_type 44,feature 370,1,resource_type 2,severity_type 1
event_type 34,feature 312,78,resource_type 2,severity_type 2
event_type 35,feature 358,2,resource_type 2,severity_type 2
event_type 23,feature 345,1,resource_type 7,severity_type 1
event_type 11,feature 73,2,resource_type 8,severity_type 1
event_type 11,feature 75,8,resource_type 7,severity_type 2
event_type 11,feature 82,2,resource_type 8,severity_type 1
event_type 11,feature 55,13,resource_type 8,severity_type 1
event_type 11,feature 68,10,resource_type 8,severity_type 1
event_type 15,feature 82,23,resource_type 8,severity_type 1
event_type 35,feature 237,2,resource_type 2,severity_type 1
event_type 34,feature 227,1,resource_type 2,severity_type 1
event_type 34,feature 232,4,resource_type 2,severity_type 2
event_type 11,feature 170,2,resource_type 2,severity_type 1
event_type 18,feature 251,1,resource_type 8,severity_type 1
event_type 35,feature 221,1,resource_type 2,severity_type 1
event_type 35,feature 312,2,resource_type 2,severity_type 2
event_type 34,feature 301,3,resource_type 2,severity_type 2
event_type 11,feature 55,1,resource_type 3,severity_type 1
event_type 11,feature 306,2,resource_type 7,severity_type 2
event_type 11,feature 160,1,resource_type 2,severity_type 1
event_type 35,feature 310,1,resource_type 8,severity_type 1
event_type 21,feature 220,1,resource_type 2,severity_type 1
event_type 35,feature 307,4,resource_type 2,severity_type 2
event_type 11,feature 54,1,resource_type 4,severity_type 2
event_type 43,feature 283,20,resource_type 2,severity_type 1
event_type 34,feature 314,9,resource_type 2,severity_type 2
event_type 35,feature 307,1,resource_type 2,severity_type 1
event_type 42,feature 375,8,resource_type 2,severity_type 1
event_type 11,feature 273,1,resource_type 6,severity_type 1
event_type 34,feature 314,1,resource_type 2,severity_type 2
event_type 11,feature 303,4,resource_type 7,severity_type 1
event_type 13,feature 254,1,resource_type 10,severity_type 1
event_type 44,feature 376,2,resource_type 2,severity_type 2
event_type 35,feature 232,7,resource_type 2,severity_type 2
event_type 20,feature 201,1,resource_type 2,severity_type 1
event_type 44,feature 291,1,resource_type 2,severity_type 1
event_type 11,feature 80,10,resource_type 8,severity_type 1
event_type 15,feature 71,2,resource_type 8,severity_type 1
event_type 34,feature 227,1,resource_type 2,severity_type 2
event_type 21,feature 94,3,resource_type 2,severity_type 1
event_type 34,feature 313,2,resource_type 2,severity_type 2
event_type 13,feature 170,7,resource_type 6,severity_type 1
event_type 39,feature 298,1,resource_type 2,severity_type 1
event_type 11,feature 82,28,resource_type 8,severity_type 1
event_type 34,feature 313,2,resource_type 2,severity_type 2
event_type 11,feature 47,3,resource_type 4,severity_type 1
event_type 14,feature 223,2,resource_type 10,severity_type 1
event_type 28,feature 35,2,resource_type 3,severity_type 1
event_type 35,feature 221,1,resource_type 2,severity_type 1
event_type 11,feature 82,28,resource_type 2,severity_type 1
event_type 15,feature 56,2,resource_type 8,severity_type 1
event_type 20,feature 163,1,resource_type 2,severity_type 1
event_type 35,feature 227,2,resource_type 2,severity_type 2
event_type 14,feature 345,3,resource_type 4,severity_type 1
event_type 34,feature 232,13,resource_type 2,severity_type 2
event_type 15,feature 172,6,resource_type 1,severity_type 2
event_type 22,feature 75,4,resource_type 8,severity_type 2
event_type 26,feature 276,1,resource_type 9,severity_type 1
event_type 34,feature 233,1,resource_type 2,severity_type 2
event_type 15,feature 203,6,resource_type 8,severity_type 2
event_type 11,feature 354,4,resource_type 2,severity_type 1
event_type 34,feature 230,1,resource_type 2,severity_type 2
event_type 15,feature 203,11,resource_type 8,severity_type 1
event_type 11,feature 191,2,resource_type 8,severity_type 1
event_type 54,feature 196,1,resource_type 8,severity_type 1
event_type 11,feature 170,13,resource_type 4,severity_type 1
event_type 35,feature 232,11,resource_type 2,severity_type 2
event_type 23,feature 134,1,resource_type 2,severity_type 1
event_type 35,feature 229,9,resource_type 2,severity_type 2
event_type 35,feature 312,2,resource_type 2,severity_type 2
event_type 20,feature 219,1,resource_type 2,severity_type 1
event_type 13,feature 345,1,resource_type 6,severity_type 1
event_type 15,feature 82,2,resource_type 8,severity_type 2
event_type 35,feature 232,4,resource_type 2,severity_type 2
event_type 34,feature 232,3,resource_type 2,severity_type 2
event_type 34,feature 233,3,resource_type 2,severity_type 2
event_type 15,feature 193,5,resource_type 8,severity_type 1
event_type 35,feature 232,1,resource_type 2,severity_type 2
event_type 35,feature 233,13,resource_type 2,severity_type 2
event_type 11,feature 73,2,resource_type 8,severity_type 1
event_type 34,feature 233,1,resource_type 2,severity_type 1
event_type 34,feature 233,1,resource_type 2,severity_type 2
event_type 22,feature 222,7,resource_type 7,severity_type 2
event_type 34,feature 313,39,resource_type 2,severity_type 2
event_type 34,feature 314,16,resource_type 2,severity_type 2
event_type 34,feature 134,1,resource_type 2,severity_type 1
event_type 42,feature 368,31,resource_type 2,severity_type 1
event_type 11,feature 273,2,resource_type 8,severity_type 1
event_type 10,feature 55,3,resource_type 3,severity_type 1
event_type 35,feature 312,2,resource_type 2,severity_type 2
event_type 11,feature 181,1,resource_type 8,severity_type 2
event_type 10,feature 218,1,resource_type 3,severity_type 1
event_type 11,feature 213,1,resource_type 8,severity_type 1
event_type 11,feature 80,7,resource_type 8,severity_type 1
event_type 34,feature 313,5,resource_type 2,severity_type 2
event_type 13,feature 306,2,resource_type 10,severity_type 1
event_type 32,feature 280,3,resource_type 8,severity_type 4
event_type 35,feature 312,1,resource_type 2,severity_type 4
event_type 54,feature 156,1,resource_type 2,severity_type 1
event_type 34,feature 301,1,resource_type 2,severity_type 1
event_type 34,feature 234,60,resource_type 2,severity_type 2
event_type 35,feature 232,23,resource_type 2,severity_type 2
event_type 11,feature 307,1,resource_type 2,severity_type 1
event_type 34,feature 233,2,resource_type 2,severity_type 2
event_type 15,feature 82,15,resource_type 8,severity_type 1
event_type 10,feature 298,1,resource_type 2,severity_type 1
event_type 11,feature 173,1,resource_type 8,severity_type 1
event_type 35,feature 221,1,resource_type 2,severity_type 1
event_type 13,feature 68,4,resource_type 8,severity_type 1
event_type 42,feature 368,3,resource_type 2,severity_type 1
event_type 34,feature 117,1,resource_type 2,severity_type 1
event_type 35,feature 312,4,resource_type 2,severity_type 2
event_type 34,feature 232,5,resource_type 8,severity_type 2
event_type 35,feature 232,1,resource_type 2,severity_type 2
event_type 42,feature 375,3,resource_type 2,severity_type 1
event_type 11,feature 193,1,resource_type 8,severity_type 1
event_type 11,feature 170,2,resource_type 8,severity_type 1
event_type 11,feature 44,1,resource_type 8,severity_type 2
event_type 15,feature 71,1,resource_type 8,severity_type 1
event_type 35,feature 232,22,resource_type 2,severity_type 2
event_type 11,feature 195,6,resource_type 9,severity_type 1
event_type 11,feature 54,1,resource_type 8,severity_type 2
event_type 35,feature 233,4,resource_type 2,severity_type 2
event_type 11,feature 134,3,resource_type 2,severity_type 1
event_type 54,feature 162,1,resource_type 2,severity_type 1
event_type 39,feature 134,1,resource_type 8,severity_type 1
event_type 11,feature 150,1,resource_type 3,severity_type 2
event_type 11,feature 201,6,resource_type 8,severity_type 1
event_type 34,feature 312,3,resource_type 2,severity_type 2
event_type 13,feature 170,27,resource_type 8,severity_type 1
event_type 15,feature 80,1,resource_type 8,severity_type 2
event_type 44,feature 375,10,resource_type 2,severity_type 1
event_type 54,feature 193,2,resource_type 8,severity_type 1
event_type 34,feature 313,3,resource_type 2,severity_type 2
event_type 35,feature 227,1,resource_type 2,severity_type 2
event_type 13,feature 273,1,resource_type 6,severity_type 1
event_type 20,feature 203,4,resource_type 2,severity_type 1
event_type 14,feature 222,2,resource_type 8,severity_type 1
event_type 15,feature 71,1,resource_type 8,severity_type 1
event_type 20,feature 306,8,resource_type 7,severity_type 1
event_type 35,feature 307,1,resource_type 2,severity_type 2
event_type 11,feature 170,5,resource_type 8,severity_type 1
event_type 15,feature 80,3,resource_type 8,severity_type 1
event_type 35,feature 233,1,resource_type 2,severity_type 2
event_type 35,feature 313,2,resource_type 2,severity_type 2
event_type 20,feature 68,1,resource_type 8,severity_type 1
event_type 35,feature 94,1,resource_type 2,severity_type 1
event_type 35,feature 229,8,resource_type 2,severity_type 2
event_type 24,feature 53,1,resource_type 4,severity_type 1
event_type 35,feature 309,1,resource_type 2,severity_type 2
event_type 11,feature 134,1,resource_type 2,severity_type 1
event_type 43,feature 368,5,resource_type 2,severity_type 1
event_type 34,feature 301,1,resource_type 2,severity_type 1
event_type 14,feature 170,1,resource_type 8,severity_type 1
event_type 34,feature 232,43,resource_type 2,severity_type 2
event_type 15,feature 203,2,resource_type 8,severity_type 2
event_type 35,feature 229,74,resource_type 2,severity_type 2
event_type 11,feature 68,1,resource_type 8,severity_type 1
event_type 35,feature 44,3,resource_type 2,severity_type 1
event_type 11,feature 54,5,resource_type 2,severity_type 1
event_type 34,feature 232,2,resource_type 2,severity_type 2
event_type 54,feature 171,7,resource_type 2,severity_type 1
event_type 35,feature 312,2,resource_type 2,severity_type 2
event_type 15,feature 203,10,resource_type 8,severity_type 1
event_type 14,feature 54,40,resource_type 2,severity_type 1
event_type 15,feature 201,1,resource_type 8,severity_type 1
event_type 34,feature 233,4,resource_type 2,severity_type 2
event_type 34,feature 310,5,resource_type 2,severity_type 2
event_type 34,feature 314,1,resource_type 2,severity_type 2
event_type 15,feature 71,1,resource_type 8,severity_type 1
event_type 44,feature 291,1,resource_type 2,severity_type 1
event_type 11,feature 47,2,resource_type 4,severity_type 1
event_type 15,feature 80,1,resource_type 8,severity_type 2
event_type 11,feature 195,3,resource_type 8,severity_type 1
event_type 35,feature 308,6,resource_type 2,severity_type 2
event_type 20,feature 306,4,resource_type 6,severity_type 1
event_type 11,feature 211,1,resource_type 8,severity_type 1
event_type 20,feature 135,1,resource_type 8,severity_type 1
event_type 34,feature 234,26,resource_type 2,severity_type 2
event_type 34,feature 309,6,resource_type 2,severity_type 2
event_type 50,feature 283,9,resource_type 2,severity_type 1
event_type 42,feature 375,2,resource_type 2,severity_type 1
event_type 35,feature 233,63,resource_type 2,severity_type 2
event_type 23,feature 219,1,resource_type 7,severity_type 1
event_type 34,feature 232,50,resource_type 2,severity_type 2
event_type 54,feature 54,2,resource_type 2,severity_type 2
event_type 22,feature 304,1,resource_type 7,severity_type 1
event_type 11,feature 273,2,resource_type 2,severity_type 1
event_type 34,feature 232,2,resource_type 2,severity_type 1
event_type 34,feature 315,4,resource_type 2,severity_type 2
event_type 11,feature 170,2,resource_type 8,severity_type 1
event_type 14,feature 222,6,resource_type 4,severity_type 1
event_type 34,feature 232,5,resource_type 2,severity_type 2
event_type 20,feature 198,2,resource_type 8,severity_type 1
event_type 34,feature 232,1,resource_type 2,severity_type 2
event_type 13,feature 68,1,resource_type 8,severity_type 1
event_type 35,feature 312,7,resource_type 2,severity_type 2
event_type 20,feature 134,1,resource_type 2,severity_type 1
event_type 35,feature 313,1,resource_type 2,severity_type 2
event_type 13,feature 170,2,resource_type 8,severity_type 1
event_type 15,feature 193,1,resource_type 8,severity_type 1
event_type 11,feature 68,1,resource_type 4,severity_type 1
event_type 34,feature 235,1,resource_type 2,severity_type 2
event_type 23,feature 346,1,resource_type 4,severity_type 1
event_type 15,feature 80,3,resource_type 8,severity_type 1
event_type 20,feature 219,1,resource_type 8,severity_type 1
event_type 11,feature 155,9,resource_type 8,severity_type 1
event_type 35,feature 227,2,resource_type 2,severity_type 2
event_type 34,feature 315,1,resource_type 2,severity_type 2
event_type 35,feature 315,1,resource_type 2,severity_type 2
event_type 14,feature 219,1,resource_type 2,severity_type 1
event_type 35,feature 314,4,resource_type 2,severity_type 2
event_type 35,feature 312,24,resource_type 2,severity_type 2
event_type 15,feature 82,14,resource_type 8,severity_type 1
event_type 11,feature 179,2,resource_type 8,severity_type 1
event_type 11,feature 203,52,resource_type 8,severity_type 1
event_type 11,feature 54,3,resource_type 8,severity_type 1
event_type 11,feature 203,2,resource_type 8,severity_type 1
event_type 11,feature 307,3,resource_type 8,severity_type 1
event_type 11,feature 307,1,resource_type 8,severity_type 2
event_type 35,feature 307,2,resource_type 2,severity_type 2
event_type 23,feature 163,2,resource_type 2,severity_type 1
event_type 35,feature 232,23,resource_type 2,severity_type 2
event_type 13,feature 273,2,resource_type 6,severity_type 1
event_type 11,feature 259,1,resource_type 10,severity_type 1
event_type 15,feature 82,6,resource_type 8,severity_type 2
event_type 2,feature 1,1,resource_type 8,severity_type 1
event_type 42,feature 375,11,resource_type 2,severity_type 1
event_type 15,feature 203,2,resource_type 8,severity_type 1
event_type 11,feature 195,1,resource_type 8,severity_type 1
event_type 15,feature 80,2,resource_type 8,severity_type 1
event_type 11,feature 80,4,resource_type 8,severity_type 1
event_type 35,feature 301,1,resource_type 2,severity_type 1
event_type 11,feature 82,23,resource_type 8,severity_type 1
event_type 11,feature 273,2,resource_type 2,severity_type 1
event_type 35,feature 312,4,resource_type 2,severity_type 2
event_type 11,feature 55,1,resource_type 8,severity_type 2
event_type 35,feature 235,3,resource_type 2,severity_type 2
event_type 15,feature 80,1,resource_type 8,severity_type 1
event_type 13,feature 223,1,resource_type 8,severity_type 1
event_type 23,feature 306,1,resource_type 4,severity_type 1
event_type 11,feature 170,2,resource_type 8,severity_type 1
event_type 13,feature 345,8,resource_type 7,severity_type 1
event_type 10,feature 132,1,resource_type 8,severity_type 1
event_type 23,feature 134,2,resource_type 8,severity_type 1
event_type 20,feature 134,2,resource_type 2,severity_type 1
event_type 15,feature 203,5,resource_type 8,severity_type 1
event_type 34,feature 313,10,resource_type 2,severity_type 2
event_type 15,feature 201,5,resource_type 8,severity_type 1
event_type 34,feature 181,1,resource_type 8,severity_type 2
event_type 11,feature 172,1,resource_type 8,severity_type 1
event_type 15,feature 193,2,resource_type 8,severity_type 1
event_type 11,feature 68,2,resource_type 8,severity_type 1
event_type 15,feature 193,2,resource_type 8,severity_type 1
event_type 14,feature 306,1,resource_type 6,severity_type 1
event_type 42,feature 378,1,resource_type 2,severity_type 1
event_type 35,feature 233,9,resource_type 2,severity_type 2
event_type 42,feature 289,7,resource_type 2,severity_type 1
event_type 34,feature 313,6,resource_type 2,severity_type 2
event_type 20,feature 50,1,resource_type 2,severity_type 1
event_type 14,feature 345,4,resource_type 6,severity_type 1
event_type 54,feature 360,7,resource_type 8,severity_type 1
event_type 35,feature 310,9,resource_type 2,severity_type 2
event_type 34,feature 315,1,resource_type 2,severity_type 2
event_type 35,feature 235,1,resource_type 2,severity_type 2
event_type 34,feature 315,4,resource_type 2,severity_type 2
event_type 11,feature 73,6,resource_type 8,severity_type 1
event_type 11,feature 273,1,resource_type 6,severity_type 1
event_type 18,feature 170,2,resource_type 8,severity_type 1
event_type 11,feature 54,1,resource_type 2,severity_type 1
event_type 14,feature 163,2,resource_type 4,severity_type 1
event_type 11,feature 163,3,resource_type 4,severity_type 1
event_type 35,feature 301,1,resource_type 2,severity_type 1
event_type 50,feature 374,1,resource_type 2,severity_type 1
event_type 15,feature 203,4,resource_type 8,severity_type 1
event_type 35,feature 310,1,resource_type 2,severity_type 2
event_type 11,feature 164,1,resource_type 7,severity_type 1
event_type 15,feature 82,13,resource_type 8,severity_type 2
event_type 20,feature 52,1,resource_type 2,severity_type 1
event_type 46,feature 285,210,resource_type 2,severity_type 1
event_type 26,feature 276,1,resource_type 9,severity_type 1
event_type 22,feature 134,1,resource_type 4,severity_type 1
event_type 15,feature 203,22,resource_type 8,severity_type 1
event_type 11,feature 155,3,resource_type 8,severity_type 1
event_type 15,feature 82,14,resource_type 8,severity_type 2
event_type 13,feature 273,1,resource_type 8,severity_type 1
event_type 15,feature 82,2,resource_type 8,severity_type 1
event_type 34,feature 312,1,resource_type 2,severity_type 2
event_type 20,feature 134,1,resource_type 2,severity_type 1
event_type 35,feature 233,1,resource_type 2,severity_type 2
event_type 34,feature 312,10,resource_type 2,severity_type 2
event_type 18,feature 163,1,resource_type 6,severity_type 1
event_type 15,feature 82,2,resource_type 8,severity_type 1
event_type 11,feature 203,13,resource_type 8,severity_type 1
event_type 34,feature 313,1,resource_type 2,severity_type 2
event_type 14,feature 347,2,resource_type 8,severity_type 1
event_type 35,feature 309,4,resource_type 2,severity_type 2
event_type 42,feature 283,43,resource_type 2,severity_type 1
event_type 15,feature 198,1,resource_type 8,severity_type 1
event_type 35,feature 232,1,resource_type 2,severity_type 2
event_type 15,feature 80,2,resource_type 8,severity_type 1
event_type 44,feature 293,5,resource_type 2,severity_type 1
event_type 13,feature 273,1,resource_type 6,severity_type 1
event_type 35,feature 308,2,resource_type 2,severity_type 2
event_type 13,feature 48,1,resource_type 7,severity_type 1
event_type 11,feature 223,3,resource_type 2,severity_type 1
event_type 35,feature 312,2,resource_type 2,severity_type 2
event_type 11,feature 70,1,resource_type 2,severity_type 1
event_type 34,feature 307,1,resource_type 2,severity_type 2
event_type 35,feature 309,1,resource_type 2,severity_type 2
event_type 35,feature 232,2,resource_type 2,severity_type 2
event_type 35,feature 232,3,resource_type 2,severity_type 2
event_type 35,feature 232,1,resource_type 2,severity_type 2
event_type 11,feature 219,1,resource_type 2,severity_type 1
event_type 15,feature 82,16,resource_type 2,severity_type 1
event_type 34,feature 235,1,resource_type 2,severity_type 2
event_type 14,feature 134,2,resource_type 2,severity_type 1
event_type 23,feature 306,1,resource_type 8,severity_type 1
event_type 13,feature 54,9,resource_type 8,severity_type 1
event_type 11,feature 70,1,resource_type 8,severity_type 2
event_type 11,feature 305,2,resource_type 7,severity_type 4
event_type 11,feature 68,2,resource_type 8,severity_type 1
event_type 27,feature 127,2,resource_type 3,severity_type 1
event_type 35,feature 232,2,resource_type 2,severity_type 2
event_type 35,feature 235,1,resource_type 2,severity_type 2
event_type 15,feature 193,5,resource_type 8,severity_type 2
event_type 15,feature 198,4,resource_type 8,severity_type 1
event_type 11,feature 345,4,resource_type 8,severity_type 1
event_type 34,feature 233,4,resource_type 2,severity_type 2
event_type 34,feature 234,10,resource_type 2,severity_type 2
event_type 11,feature 47,1,resource_type 8,severity_type 1
event_type 11,feature 54,2,resource_type 8,severity_type 2
event_type 11,feature 55,2,resource_type 8,severity_type 2
event_type 20,feature 219,1,resource_type 3,severity_type 1
event_type 35,feature 233,1,resource_type 2,severity_type 2
event_type 35,feature 233,1,resource_type 8,severity_type 1
event_type 11,feature 54,5,resource_type 8,severity_type 1
event_type 11,feature 306,1,resource_type 8,severity_type 2
event_type 11,feature 68,4,resource_type 8,severity_type 1
event_type 11,feature 54,1,resource_type 6,severity_type 1
event_type 11,feature 80,2,resource_type 8,severity_type 1
event_type 14,feature 54,61,resource_type 8,severity_type 1
event_type 34,feature 232,2,resource_type 2,severity_type 2
event_type 15,feature 82,74,resource_type 8,severity_type 2
event_type 14,feature 147,1,resource_type 4,severity_type 1
event_type 44,feature 283,3,resource_type 2,severity_type 1
event_type 22,feature 223,2,resource_type 8,severity_type 1
event_type 15,feature 193,2,resource_type 8,severity_type 2
event_type 27,feature 127,2,resource_type 9,severity_type 1
event_type 34,feature 160,1,resource_type 8,severity_type 2
event_type 15,feature 203,60,resource_type 8,severity_type 1
event_type 34,feature 312,2,resource_type 2,severity_type 2
event_type 13,feature 128,1,resource_type 7,severity_type 1
event_type 7,feature 219,1,resource_type 1,severity_type 1
event_type 11,feature 85,1,resource_type 2,severity_type 1
event_type 15,feature 82,6,resource_type 8,severity_type 2
event_type 11,feature 179,1,resource_type 6,severity_type 1
event_type 15,feature 56,1,resource_type 2,severity_type 1
event_type 35,feature 307,1,resource_type 2,severity_type 2
event_type 28,feature 240,2,resource_type 9,severity_type 1
event_type 21,feature 135,1,resource_type 2,severity_type 1
event_type 11,feature 54,1,resource_type 8,severity_type 1
event_type 54,feature 193,5,resource_type 8,severity_type 1
event_type 34,feature 233,2,resource_type 2,severity_type 2
event_type 15,feature 71,2,resource_type 8,severity_type 1
event_type 5,feature 179,47,resource_type 1,severity_type 1
event_type 34,feature 235,3,resource_type 2,severity_type 2
event_type 29,feature 152,1,resource_type 9,severity_type 1
event_type 54,feature 193,4,resource_type 2,severity_type 1
event_type 11,feature 227,1,resource_type 8,severity_type 2
event_type 54,feature 193,2,resource_type 8,severity_type 1
event_type 11,feature 71,1,resource_type 8,severity_type 1
event_type 29,feature 132,1,resource_type 3,severity_type 1
event_type 11,feature 273,3,resource_type 6,severity_type 1
event_type 20,feature 223,3,resource_type 2,severity_type 1
event_type 14,feature 46,2,resource_type 8,severity_type 1
event_type 11,feature 301,1,resource_type 2,severity_type 1
event_type 20,feature 85,2,resource_type 8,severity_type 1
event_type 15,feature 203,13,resource_type 8,severity_type 1
event_type 11,feature 306,1,resource_type 7,severity_type 1
event_type 34,feature 314,9,resource_type 2,severity_type 2
event_type 40,feature 145,13,resource_type 2,severity_type 1
event_type 15,feature 71,7,resource_type 8,severity_type 1
event_type 46,feature 367,1,resource_type 2,severity_type 1
event_type 11,feature 195,1,resource_type 8,severity_type 1
event_type 20,feature 303,1,resource_type 8,severity_type 1
event_type 34,feature 314,1,resource_type 2,severity_type 2
event_type 15,feature 203,52,resource_type 8,severity_type 1
event_type 35,feature 312,8,resource_type 2,severity_type 2
event_type 11,feature 196,1,resource_type 8,severity_type 1
event_type 44,feature 368,2,resource_type 2,severity_type 1
event_type 11,feature 68,16,resource_type 6,severity_type 1
event_type 35,feature 232,98,resource_type 2,severity_type 2
event_type 13,feature 163,1,resource_type 8,severity_type 1
event_type 54,feature 303,2,resource_type 2,severity_type 1
event_type 11,feature 54,1,resource_type 7,severity_type 1
event_type 34,feature 232,2,resource_type 2,severity_type 2
event_type 35,feature 235,5,resource_type 2,severity_type 2
event_type 15,feature 71,1,resource_type 8,severity_type 1
event_type 44,feature 283,5,resource_type 2,severity_type 1
event_type 11,feature 68,2,resource_type 8,severity_type 1
event_type 11,feature 161,1,resource_type 8,severity_type 1
event_type 11,feature 75,42,resource_type 7,severity_type 2
event_type 35,feature 312,2,resource_type 2,severity_type 2
event_type 6,feature 80,7,resource_type 8,severity_type 1
event_type 14,feature 345,4,resource_type 7,severity_type 1
event_type 15,feature 203,7,resource_type 8,severity_type 1
event_type 11,feature 47,2,resource_type 8,severity_type 1
event_type 34,feature 312,58,resource_type 2,severity_type 2
event_type 13,feature 345,1,resource_type 7,severity_type 1
event_type 10,feature 35,1,resource_type 8,severity_type 2
event_type 15,feature 196,10,resource_type 8,severity_type 1
event_type 34,feature 232,12,resource_type 2,severity_type 2
event_type 14,feature 274,2,resource_type 7,severity_type 1
event_type 54,feature 54,2,resource_type 8,severity_type 1
event_type 15,feature 82,8,resource_type 8,severity_type 1
event_type 35,feature 312,41,resource_type 2,severity_type 2
event_type 23,feature 273,1,resource_type 8,severity_type 1
event_type 20,feature 134,2,resource_type 2,severity_type 1
event_type 34,feature 310,3,resource_type 2,severity_type 2
event_type 14,feature 54,21,resource_type 4,severity_type 1
event_type 14,feature 259,1,resource_type 6,severity_type 1
event_type 3,feature 8,1,resource_type 1,severity_type 1
event_type 47,feature 291,1,resource_type 2,severity_type 1
event_type 35,feature 220,2,resource_type 2,severity_type 1
event_type 11,feature 345,2,resource_type 8,severity_type 1
event_type 11,feature 179,1,resource_type 6,severity_type 1
event_type 11,feature 82,2,resource_type 8,severity_type 1
event_type 35,feature 314,5,resource_type 2,severity_type 1
event_type 34,feature 232,61,resource_type 2,severity_type 2
event_type 23,feature 306,5,resource_type 7,severity_type 4
event_type 42,feature 368,32,resource_type 2,severity_type 1
event_type 15,feature 80,7,resource_type 8,severity_type 1
event_type 34,feature 353,2,resource_type 2,severity_type 1
event_type 34,feature 307,2,resource_type 2,severity_type 2
event_type 35,feature 312,10,resource_type 2,severity_type 2
event_type 15,feature 8,1,resource_type 8,severity_type 1
event_type 11,feature 68,18,resource_type 6,severity_type 1
event_type 35,feature 309,1,resource_type 2,severity_type 2
event_type 23,feature 273,2,resource_type 7,severity_type 1
event_type 21,feature 307,1,resource_type 8,severity_type 1
event_type 7,feature 170,40,resource_type 8,severity_type 1
event_type 11,feature 83,2,resource_type 8,severity_type 1
event_type 20,feature 301,1,resource_type 2,severity_type 1
event_type 23,feature 47,2,resource_type 8,severity_type 1
event_type 11,feature 273,2,resource_type 6,severity_type 1
event_type 35,feature 228,6,resource_type 2,severity_type 2
event_type 45,feature 289,14,resource_type 2,severity_type 1
event_type 35,feature 231,2,resource_type 2,severity_type 2
event_type 15,feature 82,60,resource_type 8,severity_type 1
event_type 15,feature 201,3,resource_type 8,severity_type 1
event_type 11,feature 222,2,resource_type 7,severity_type 1
event_type 42,feature 283,11,resource_type 2,severity_type 1
event_type 34,feature 233,6,resource_type 2,severity_type 2
event_type 35,feature 301,2,resource_type 2,severity_type 1
event_type 54,feature 276,1,resource_type 2,severity_type 1
event_type 23,feature 75,1,resource_type 7,severity_type 2
event_type 35,feature 134,1,resource_type 8,severity_type 1
event_type 54,feature 304,1,resource_type 2,severity_type 1
event_type 14,feature 54,2,resource_type 4,severity_type 1
event_type 11,feature 73,1,resource_type 8,severity_type 1
event_type 35,feature 307,2,resource_type 2,severity_type 2
event_type 11,feature 196,2,resource_type 8,severity_type 1
event_type 10,feature 240,10,resource_type 3,severity_type 1
event_type 22,feature 48,1,resource_type 2,severity_type 1
event_type 13,feature 222,1,resource_type 4,severity_type 1
event_type 11,feature 158,14,resource_type 1,severity_type 1
event_type 15,feature 193,2,resource_type 8,severity_type 2
event_type 35,feature 308,3,resource_type 2,severity_type 2
event_type 34,feature 232,4,resource_type 2,severity_type 1
event_type 23,feature 222,1,resource_type 8,severity_type 2
event_type 27,feature 153,5,resource_type 3,severity_type 1
event_type 35,feature 232,2,resource_type 2,severity_type 2
event_type 15,feature 80,1,resource_type 8,severity_type 1
event_type 35,feature 307,1,resource_type 2,severity_type 1
event_type 35,feature 301,1,resource_type 2,severity_type 4
event_type 11,feature 202,4,resource_type 8,severity_type 1
event_type 15,feature 82,2,resource_type 8,severity_type 2
event_type 11,feature 75,5,resource_type 8,severity_type 2
event_type 35,feature 307,1,resource_type 8,severity_type 2
event_type 15,feature 203,14,resource_type 8,severity_type 2
event_type 42,feature 120,16,resource_type 2,severity_type 1
event_type 34,feature 232,9,resource_type 2,severity_type 2
event_type 11,feature 171,2,resource_type 8,severity_type 1
event_type 11,feature 82,4,resource_type 8,severity_type 1
event_type 15,feature 82,22,resource_type 8,severity_type 2
event_type 11,feature 81,12,resource_type 8,severity_type 1
event_type 43,feature 291,2,resource_type 2,severity_type 1
event_type 18,feature 273,2,resource_type 10,severity_type 1
event_type 34,feature 313,2,resource_type 2,severity_type 2
event_type 20,feature 167,1,resource_type 2,severity_type 1
event_type 11,feature 75,4,resource_type 2,severity_type 1
event_type 35,feature 232,8,resource_type 2,severity_type 2
event_type 34,feature 236,1,resource_type 2,severity_type 2
event_type 10,feature 150,1,resource_type 3,severity_type 1
event_type 35,feature 232,14,resource_type 2,severity_type 2
event_type 20,feature 312,2,resource_type 2,severity_type 1
event_type 34,feature 313,4,resource_type 2,severity_type 2
event_type 13,feature 54,40,resource_type 8,severity_type 1
event_type 18,feature 68,2,resource_type 10,severity_type 1
event_type 47,feature 290,1,resource_type 2,severity_type 1
event_type 11,feature 219,3,resource_type 2,severity_type 1
event_type 35,feature 181,1,resource_type 2,severity_type 2
event_type 19,feature 297,1,resource_type 5,severity_type 1
event_type 34,feature 232,24,resource_type 2,severity_type 2
event_type 11,feature 273,4,resource_type 6,severity_type 1
event_type 15,feature 82,18,resource_type 8,severity_type 1
event_type 35,feature 308,1,resource_type 2,severity_type 2
event_type 34,feature 312,3,resource_type 2,severity_type 2
event_type 34,feature 234,7,resource_type 2,severity_type 2
event_type 35,feature 307,2,resource_type 2,severity_type 2
event_type 11,feature 71,1,resource_type 8,severity_type 1
