id,event_type,log_feature,volume,resource_type,severity_type
15345,event_type 34,feature 314,83,resource_type 2,severity_type 2
13232,event_type 11,feature 197,1,resource_type 8,severity_type 2
2773,event_type 11,feature 80,2,resource_type 8,severity_type 1
11709,event_type 44,feature 283,41,resource_type 2,severity_type 1
1624,event_type 11,feature 170,3,resource_type 8,severity_type 1
14946,event_type 11,feature 54,2,resource_type 8,severity_type 1
2977,event_type 11,feature 179,32,resource_type 10,severity_type 1
15143,event_type 35,feature 232,2,resource_type 2,severity_type 2
16895,event_type 11,feature 193,2,resource_type 2,severity_type 1
4691,event_type 11,feature 44,7,resource_type 2,severity_type 1
293,event_type 34,feature 312,1,resource_type 2,severity_type 2
13664,event_type 18,feature 249,1,resource_type 8,severity_type 1
8975,event_type 42,feature 368,7,resource_type 2,severity_type 1
6391,event_type 34,feature 312,1,resource_type 2,severity_type 2
3267,event_type 11,feature 82,16,resource_type 8,severity_type 1
11845,event_type 15,feature 82,5,resource_type 2,severity_type 1
4459,event_type 14,feature 273,1,resource_type 8,severity_type 1
17883,event_type 13,feature 170,13,resource_type 4,severity_type 1
7246,event_type 35,feature 231,2,resource_type 2,severity_type 2
2461,event_type 34,feature 310,1,resource_type 2,severity_type 2
13837,event_type 34,feature 312,2,resource_type 2,severity_type 2
413,event_type 11,feature 207,1,resource_type 8,severity_type 1
406,event_type 11,feature 345,1,resource_type 7,severity_type 1
11188,event_type 42,feature 283,17,resource_type 2,severity_type 1
14970,event_type 34,feature 44,8,resource_type 2,severity_type 1
14505,event_type 34,feature 312,1,resource_type 2,severity_type 2
13971,event_type 34,feature 315,2,resource_type 2,severity_type 2
6147,event_type 50,feature 375,1,resource_type 2,severity_type 1
6887,event_type 11,feature 182,2,resource_type 2,severity_type 1
3152,event_type 15,feature 203,43,resource_type 8,severity_type 1
14596,event_type 35,feature 233,1,resource_type 2,severity_type 2
10830,event_type 35,feature 313,3,resource_type 2,severity_type 1
11493,event_type 35,feature 134,4,resource_type 2,severity_type 1
702,event_type 15,feature 141,1,resource_type 8,severity_type 1
16291,event_type 15,feature 71,2,resource_type 8,severity_type 1
16300,event_type 35,feature 312,1,resource_type 2,severity_type 2
115,event_type 34,feature 227,1,resource_type 2,severity_type 2
575,event_type 11,feature 54,5,resource_type 8,severity_type 1
9643,event_type 20,feature 54,1,resource_type 8,severity_type 1
6253,event_type 15,feature 80,6,resource_type 8,severity_type 2
5430,event_type 34,feature 232,2,resource_type 2,severity_type 1
13177,event_type 11,feature 30,1,resource_type 6,severity_type 1
17854,event_type 14,feature 47,6,resource_type 8,severity_type 1
14406,event_type 13,feature 170,1,resource_type 8,severity_type 1
1674,event_type 22,feature 197,2,resource_type 8,severity_type 4
17059,event_type 15,feature 82,24,resource_type 8,severity_type 2
13240,event_type 35,feature 234,2,resource_type 2,severity_type 2
11232,event_type 20,feature 312,3,resource_type 2,severity_type 1
5860,event_type 35,feature 354,1,resource_type 2,severity_type 2
6783,event_type 34,feature 312,2,resource_type 2,severity_type 2
7087,event_type 10,feature 35,1,resource_type 3,severity_type 2
2392,event_type 15,feature 82,12,resource_type 8,severity_type 1
6024,event_type 35,feature 235,1,resource_type 2,severity_type 1
6106,event_type 35,feature 315,1,resource_type 2,severity_type 2
17606,event_type 11,feature 54,109,resource_type 8,severity_type 1
1436,event_type 35,feature 312,2,resource_type 2,severity_type 2
12407,event_type 42,feature 283,1,resource_type 2,severity_type 1
15351,event_type 11,feature 44,5,resource_type 8,severity_type 1
5270,event_type 34,feature 312,4,resource_type 2,severity_type 2
3742,event_type 23,feature 170,14,resource_type 4,severity_type 1
10060,event_type 15,feature 71,5,resource_type 8,severity_type 2
12154,event_type 35,feature 313,3,resource_type 2,severity_type 2
16989,event_type 5,feature 80,7,resource_type 1,severity_type 1
17096,event_type 15,feature 193,90,resource_type 8,severity_type 1
14159,event_type 35,feature 312,1,resource_type 2,severity_type 4
8214,event_type 20,feature 160,1,resource_type 2,severity_type 1
2458,event_type 11,feature 203,25,resource_type 8,severity_type 1
17217,event_type 35,feature 308,2,resource_type 2,severity_type 2
10561,event_type 15,feature 201,2,resource_type 8,severity_type 1
1839,event_type 15,feature 71,2,resource_type 2,severity_type 2
6357,event_type 11,feature 193,1,resource_type 8,severity_type 1
17343,event_type 15,feature 71,5,resource_type 8,severity_type 1
1858,event_type 13,feature 273,2,resource_type 6,severity_type 1
385,event_type 11,feature 193,5,resource_type 8,severity_type 1
12973,event_type 35,feature 313,1,resource_type 2,severity_type 2
8665,event_type 13,feature 170,1,resource_type 6,severity_type 1
663,event_type 54,feature 201,1,resource_type 8,severity_type 1
6785,event_type 34,feature 235,1,resource_type 2,severity_type 2
624,event_type 34,feature 232,1,resource_type 2,severity_type 2
6147,event_type 50,feature 376,4,resource_type 2,severity_type 1
17569,event_type 11,feature 195,1,resource_type 8,severity_type 2
5510,event_type 11,feature 196,1,resource_type 8,severity_type 1
1632,event_type 35,feature 227,1,resource_type 2,severity_type 2
2388,event_type 13,feature 54,1,resource_type 8,severity_type 1
11882,event_type 35,feature 227,1,resource_type 2,severity_type 2
7194,event_type 13,feature 337,1,resource_type 8,severity_type 1
12584,event_type 35,feature 233,1,resource_type 2,severity_type 2
9005,event_type 35,feature 312,106,resource_type 2,severity_type 2
14356,event_type 15,feature 56,7,resource_type 8,severity_type 1
2164,event_type 11,feature 306,1,resource_type 7,severity_type 2
9501,event_type 11,feature 73,5,resource_type 8,severity_type 1
18314,event_type 11,feature 54,3,resource_type 8,severity_type 1
1858,event_type 13,feature 118,1,resource_type 8,severity_type 1
17418,event_type 34,feature 315,4,resource_type 2,severity_type 2
7001,event_type 15,feature 203,9,resource_type 8,severity_type 2
4664,event_type 11,feature 82,8,resource_type 8,severity_type 1
7654,event_type 11,feature 202,4,resource_type 8,severity_type 1
8275,event_type 11,feature 306,2,resource_type 7,severity_type 1
6843,event_type 35,feature 308,79,resource_type 2,severity_type 2
4482,event_type 35,feature 301,1,resource_type 2,severity_type 1
16866,event_type 15,feature 71,4,resource_type 8,severity_type 2
1534,event_type 34,feature 308,1,resource_type 2,severity_type 2
2382,event_type 13,feature 68,2,resource_type 8,severity_type 1
9434,event_type 35,feature 307,1,resource_type 2,severity_type 2
17378,event_type 27,feature 133,1,resource_type 9,severity_type 4
17835,event_type 34,feature 227,1,resource_type 2,severity_type 2
5202,event_type 22,feature 170,16,resource_type 8,severity_type 1
16207,event_type 35,feature 219,1,resource_type 2,severity_type 1
14423,event_type 15,feature 201,1,resource_type 8,severity_type 1
14783,event_type 54,feature 82,16,resource_type 8,severity_type 1
15671,event_type 34,feature 232,1,resource_type 2,severity_type 2
6116,event_type 34,feature 237,1,resource_type 2,severity_type 1
3717,event_type 54,feature 71,2,resource_type 8,severity_type 1
13751,event_type 11,feature 273,2,resource_type 8,severity_type 1
2200,event_type 35,feature 309,32,resource_type 2,severity_type 2
11446,event_type 11,feature 54,3,resource_type 8,severity_type 1
3913,event_type 35,feature 233,1,resource_type 2,severity_type 2
946,event_type 20,feature 301,1,resource_type 2,severity_type 1
18358,event_type 11,feature 55,8,resource_type 9,severity_type 1
5401,event_type 11,feature 71,18,resource_type 8,severity_type 1
4952,event_type 35,feature 313,1,resource_type 2,severity_type 2
17100,event_type 34,feature 315,3,resource_type 2,severity_type 2
10478,event_type 11,feature 209,11,resource_type 8,severity_type 1
15351,event_type 11,feature 94,5,resource_type 2,severity_type 1
12657,event_type 54,feature 80,3,resource_type 2,severity_type 1
1164,event_type 13,feature 347,2,resource_type 6,severity_type 1
486,event_type 11,feature 193,7,resource_type 8,severity_type 1
6153,event_type 11,feature 80,2,resource_type 8,severity_type 1
17409,event_type 11,feature 222,5,resource_type 7,severity_type 1
5663,event_type 22,feature 306,1,resource_type 8,severity_type 2
8907,event_type 34,feature 233,2,resource_type 2,severity_type 2
8976,event_type 2,feature 136,1,resource_type 8,severity_type 1
16283,event_type 11,feature 80,2,resource_type 8,severity_type 1
17772,event_type 34,feature 313,1,resource_type 2,severity_type 1
1387,event_type 35,feature 232,1,resource_type 2,severity_type 2
1162,event_type 35,feature 315,3,resource_type 2,severity_type 2
2917,event_type 11,feature 56,1,resource_type 8,severity_type 1
14316,event_type 34,feature 228,25,resource_type 2,severity_type 2
3700,event_type 11,feature 223,2,resource_type 2,severity_type 1
6563,event_type 11,feature 306,1,resource_type 2,severity_type 1
5500,event_type 34,feature 314,53,resource_type 2,severity_type 2
10156,event_type 35,feature 308,6,resource_type 2,severity_type 2
7590,event_type 20,feature 194,1,resource_type 8,severity_type 1
1047,event_type 34,feature 232,33,resource_type 2,severity_type 2
7246,event_type 35,feature 308,49,resource_type 2,severity_type 2
3501,event_type 11,feature 71,4,resource_type 2,severity_type 1
18385,event_type 34,feature 307,1,resource_type 2,severity_type 2
16497,event_type 13,feature 170,2,resource_type 6,severity_type 1
7697,event_type 35,feature 307,2,resource_type 2,severity_type 2
11797,event_type 14,feature 163,2,resource_type 8,severity_type 1
12077,event_type 11,feature 82,23,resource_type 2,severity_type 1
12903,event_type 35,feature 313,1,resource_type 8,severity_type 1
11772,event_type 15,feature 82,21,resource_type 2,severity_type 1
2907,event_type 18,feature 273,2,resource_type 8,severity_type 1
15292,event_type 34,feature 232,3,resource_type 2,severity_type 2
7560,event_type 35,feature 234,8,resource_type 2,severity_type 2
1742,event_type 34,feature 314,3,resource_type 2,severity_type 2
13215,event_type 13,feature 327,2,resource_type 10,severity_type 1
18415,event_type 35,feature 232,1,resource_type 2,severity_type 2
13233,event_type 35,feature 232,4,resource_type 2,severity_type 2
11952,event_type 35,feature 228,46,resource_type 2,severity_type 2
1379,event_type 22,feature 30,1,resource_type 8,severity_type 1
4438,event_type 11,feature 301,1,resource_type 8,severity_type 1
15204,event_type 11,feature 193,2,resource_type 8,severity_type 1
15923,event_type 34,feature 312,4,resource_type 2,severity_type 2
4582,event_type 22,feature 306,4,resource_type 8,severity_type 1
8686,event_type 21,feature 308,1,resource_type 2,severity_type 1
5989,event_type 11,feature 82,8,resource_type 2,severity_type 1
13682,event_type 35,feature 312,3,resource_type 2,severity_type 2
6739,event_type 22,feature 114,2,resource_type 7,severity_type 2
6668,event_type 42,feature 291,6,resource_type 2,severity_type 1
553,event_type 15,feature 82,38,resource_type 8,severity_type 1
2879,event_type 35,feature 219,1,resource_type 2,severity_type 1
13011,event_type 35,feature 232,3,resource_type 2,severity_type 2
2575,event_type 35,feature 227,1,resource_type 2,severity_type 2
3401,event_type 43,feature 368,33,resource_type 2,severity_type 1
17850,event_type 18,feature 273,2,resource_type 6,severity_type 1
13837,event_type 35,feature 229,1,resource_type 2,severity_type 2
7040,event_type 11,feature 73,3,resource_type 8,severity_type 1
15410,event_type 20,feature 163,1,resource_type 8,severity_type 1
4831,event_type 11,feature 198,3,resource_type 8,severity_type 1
6351,event_type 11,feature 68,1,resource_type 8,severity_type 2
4640,event_type 15,feature 203,4,resource_type 8,severity_type 2
2718,event_type 35,feature 233,1,resource_type 2,severity_type 2
1779,event_type 34,feature 312,3,resource_type 2,severity_type 2
17077,event_type 22,feature 306,13,resource_type 8,severity_type 2
11374,event_type 50,feature 368,15,resource_type 2,severity_type 1
3629,event_type 20,feature 134,1,resource_type 2,severity_type 1
12924,event_type 15,feature 71,3,resource_type 8,severity_type 1
18113,event_type 34,feature 232,1,resource_type 2,severity_type 2
6616,event_type 11,feature 273,2,resource_type 6,severity_type 1
2305,event_type 20,feature 35,1,resource_type 3,severity_type 1
1921,event_type 34,feature 232,35,resource_type 2,severity_type 2
15773,event_type 34,feature 232,7,resource_type 2,severity_type 2
3533,event_type 22,feature 54,2,resource_type 6,severity_type 1
7444,event_type 11,feature 306,9,resource_type 7,severity_type 2
13804,event_type 11,feature 55,1,resource_type 8,severity_type 2
17475,event_type 23,feature 222,1,resource_type 8,severity_type 1
13168,event_type 11,feature 349,3,resource_type 9,severity_type 1
10322,event_type 34,feature 233,2,resource_type 2,severity_type 2
7781,event_type 44,feature 290,1,resource_type 2,severity_type 1
11336,event_type 34,feature 315,1,resource_type 2,severity_type 2
15953,event_type 34,feature 314,48,resource_type 2,severity_type 2
5672,event_type 11,feature 70,1,resource_type 8,severity_type 1
9954,event_type 35,feature 313,3,resource_type 2,severity_type 2
12541,event_type 20,feature 134,1,resource_type 2,severity_type 1
6723,event_type 34,feature 312,2,resource_type 2,severity_type 2
6219,event_type 11,feature 171,4,resource_type 8,severity_type 1
17821,event_type 11,feature 345,1,resource_type 8,severity_type 1
14372,event_type 34,feature 232,1,resource_type 2,severity_type 2
161,event_type 34,feature 232,7,resource_type 2,severity_type 2
7378,event_type 20,feature 171,1,resource_type 8,severity_type 1
2318,event_type 11,feature 181,1,resource_type 8,severity_type 1
8336,event_type 11,feature 75,1,resource_type 8,severity_type 1
2273,event_type 11,feature 70,15,resource_type 8,severity_type 1
2879,event_type 34,feature 134,1,resource_type 2,severity_type 1
8918,event_type 29,feature 133,1,resource_type 9,severity_type 1
1882,event_type 11,feature 71,2,resource_type 8,severity_type 1
8732,event_type 34,feature 312,5,resource_type 2,severity_type 2
2306,event_type 35,feature 232,4,resource_type 2,severity_type 2
15506,event_type 13,feature 222,1,resource_type 8,severity_type 1
11474,event_type 21,feature 55,5,resource_type 2,severity_type 1
17654,event_type 11,feature 211,1,resource_type 8,severity_type 1
15479,event_type 42,feature 283,1,resource_type 2,severity_type 1
3034,event_type 35,feature 233,1,resource_type 2,severity_type 2
15506,event_type 22,feature 304,1,resource_type 8,severity_type 1
5951,event_type 15,feature 82,24,resource_type 8,severity_type 2
831,event_type 35,feature 307,1,resource_type 2,severity_type 2
1749,event_type 50,feature 374,2,resource_type 2,severity_type 1
10376,event_type 15,feature 193,6,resource_type 8,severity_type 1
8382,event_type 35,feature 232,1,resource_type 2,severity_type 2
16507,event_type 30,feature 133,1,resource_type 9,severity_type 1
43,event_type 34,feature 312,3,resource_type 2,severity_type 2
17854,event_type 23,feature 163,6,resource_type 7,severity_type 1
2599,event_type 11,feature 68,1,resource_type 4,severity_type 2
9524,event_type 11,feature 80,4,resource_type 8,severity_type 1
6198,event_type 2,feature 201,24,resource_type 8,severity_type 1
4271,event_type 11,feature 201,2,resource_type 8,severity_type 1
5009,event_type 11,feature 179,1,resource_type 8,severity_type 1
15632,event_type 35,feature 312,1,resource_type 2,severity_type 2
486,event_type 15,feature 203,4,resource_type 8,severity_type 1
11637,event_type 11,feature 314,1,resource_type 2,severity_type 1
6388,event_type 54,feature 201,4,resource_type 8,severity_type 1
4438,event_type 20,feature 160,1,resource_type 8,severity_type 1
3640,event_type 13,feature 273,2,resource_type 6,severity_type 1
5895,event_type 35,feature 307,24,resource_type 2,severity_type 2
1171,event_type 11,feature 170,3,resource_type 8,severity_type 1
1764,event_type 34,feature 232,2,resource_type 2,severity_type 2
7138,event_type 11,feature 94,1,resource_type 8,severity_type 1
6287,event_type 11,feature 55,2,resource_type 8,severity_type 1
1164,event_type 22,feature 347,2,resource_type 4,severity_type 1
4384,event_type 34,feature 312,1,resource_type 2,severity_type 2
8000,event_type 22,feature 170,1,resource_type 8,severity_type 1
15506,event_type 13,feature 273,1,resource_type 8,severity_type 1
9508,event_type 35,feature 307,2,resource_type 2,severity_type 2
12541,event_type 23,feature 306,4,resource_type 2,severity_type 1
8065,event_type 34,feature 232,1,resource_type 2,severity_type 2
7350,event_type 11,feature 80,3,resource_type 8,severity_type 1
1343,event_type 34,feature 227,2,resource_type 2,severity_type 2
11589,event_type 15,feature 193,4,resource_type 8,severity_type 1
12903,event_type 35,feature 44,1,resource_type 2,severity_type 1
7534,event_type 35,feature 235,1,resource_type 2,severity_type 2
13763,event_type 15,feature 203,19,resource_type 8,severity_type 1
1971,event_type 54,feature 127,2,resource_type 3,severity_type 1
10191,event_type 43,feature 291,2,resource_type 2,severity_type 1
2596,event_type 34,feature 232,33,resource_type 2,severity_type 2
16077,event_type 11,feature 80,2,resource_type 2,severity_type 1
3543,event_type 34,feature 312,13,resource_type 2,severity_type 2
16738,event_type 11,feature 239,1,resource_type 8,severity_type 1
2565,event_type 42,feature 283,1,resource_type 2,severity_type 1
9492,event_type 42,feature 368,2,resource_type 2,severity_type 1
12269,event_type 20,feature 75,2,resource_type 2,severity_type 1
13610,event_type 35,feature 219,1,resource_type 2,severity_type 1
3787,event_type 35,feature 313,52,resource_type 2,severity_type 2
13546,event_type 34,feature 278,1,resource_type 2,severity_type 1
17665,event_type 22,feature 222,1,resource_type 7,severity_type 4
13745,event_type 42,feature 375,2,resource_type 2,severity_type 1
8150,event_type 34,feature 232,9,resource_type 2,severity_type 2
7700,event_type 35,feature 233,14,resource_type 2,severity_type 2
10663,event_type 34,feature 313,32,resource_type 2,severity_type 2
15199,event_type 20,feature 134,1,resource_type 8,severity_type 1
16990,event_type 44,feature 368,41,resource_type 2,severity_type 1
2966,event_type 11,feature 201,1,resource_type 8,severity_type 1
8590,event_type 53,feature 283,1,resource_type 2,severity_type 1
618,event_type 34,feature 228,5,resource_type 2,severity_type 2
2954,event_type 22,feature 222,6,resource_type 8,severity_type 1
18054,event_type 34,feature 307,2,resource_type 2,severity_type 2
3536,event_type 11,feature 109,1,resource_type 8,severity_type 1
3270,event_type 10,feature 39,1,resource_type 3,severity_type 1
9923,event_type 11,feature 154,1,resource_type 3,severity_type 2
16950,event_type 35,feature 309,9,resource_type 2,severity_type 2
5539,event_type 34,feature 312,52,resource_type 2,severity_type 2
17485,event_type 20,feature 301,1,resource_type 2,severity_type 1
7194,event_type 18,feature 54,1,resource_type 10,severity_type 1
17180,event_type 34,feature 308,1,resource_type 2,severity_type 2
16700,event_type 11,feature 82,35,resource_type 8,severity_type 1
7378,event_type 10,feature 298,1,resource_type 8,severity_type 1
17297,event_type 35,feature 227,1,resource_type 2,severity_type 2
11180,event_type 34,feature 312,1,resource_type 2,severity_type 2
4607,event_type 34,feature 307,1,resource_type 2,severity_type 1
9196,event_type 13,feature 68,8,resource_type 6,severity_type 1
7922,event_type 11,feature 201,1,resource_type 8,severity_type 1
5634,event_type 15,feature 82,6,resource_type 8,severity_type 2
4896,event_type 35,feature 160,3,resource_type 2,severity_type 1
5495,event_type 35,feature 232,9,resource_type 2,severity_type 2
10070,event_type 35,feature 235,2,resource_type 2,severity_type 2
2907,event_type 11,feature 273,2,resource_type 10,severity_type 1
15688,event_type 11,feature 345,8,resource_type 8,severity_type 1
5666,event_type 34,feature 312,1,resource_type 2,severity_type 2
10444,event_type 11,feature 181,1,resource_type 2,severity_type 2
13741,event_type 11,feature 87,6,resource_type 8,severity_type 1
2434,event_type 54,feature 193,2,resource_type 8,severity_type 2
14938,event_type 13,feature 339,1,resource_type 6,severity_type 1
16268,event_type 11,feature 48,1,resource_type 2,severity_type 1
11595,event_type 14,feature 48,1,resource_type 7,severity_type 1
16812,event_type 18,feature 273,1,resource_type 10,severity_type 1
9787,event_type 11,feature 345,3,resource_type 4,severity_type 1
13807,event_type 42,feature 375,30,resource_type 2,severity_type 1
16077,event_type 54,feature 193,1,resource_type 2,severity_type 1
8654,event_type 15,feature 82,6,resource_type 8,severity_type 2
13164,event_type 50,feature 375,4,resource_type 2,severity_type 1
466,event_type 11,feature 54,2,resource_type 8,severity_type 1
7018,event_type 35,feature 232,2,resource_type 2,severity_type 2
9645,event_type 34,feature 312,1,resource_type 2,severity_type 2
10737,event_type 34,feature 312,22,resource_type 2,severity_type 2
15506,event_type 13,feature 345,1,resource_type 6,severity_type 1
2157,event_type 23,feature 75,2,resource_type 7,severity_type 1
2275,event_type 34,feature 227,1,resource_type 2,severity_type 2
14804,event_type 34,feature 232,2,resource_type 8,severity_type 1
10191,event_type 44,feature 368,4,resource_type 2,severity_type 1
9121,event_type 23,feature 306,5,resource_type 7,severity_type 2
339,event_type 14,feature 134,1,resource_type 2,severity_type 1
6090,event_type 35,feature 233,1,resource_type 2,severity_type 2
13664,event_type 18,feature 249,1,resource_type 10,severity_type 1
3700,event_type 13,feature 170,5,resource_type 4,severity_type 1
17103,event_type 54,feature 82,4,resource_type 2,severity_type 1
4006,event_type 11,feature 201,1,resource_type 8,severity_type 1
1203,event_type 34,feature 181,1,resource_type 8,severity_type 1
13170,event_type 20,feature 134,2,resource_type 2,severity_type 1
11493,event_type 20,feature 312,6,resource_type 8,severity_type 1
18414,event_type 11,feature 191,3,resource_type 8,severity_type 1
17599,event_type 23,feature 163,1,resource_type 8,severity_type 1
16607,event_type 34,feature 312,2,resource_type 2,severity_type 2
3859,event_type 11,feature 160,1,resource_type 8,severity_type 1
3594,event_type 11,feature 170,1,resource_type 4,severity_type 2
855,event_type 11,feature 203,24,resource_type 8,severity_type 1
16814,event_type 54,feature 63,1,resource_type 8,severity_type 2
11546,event_type 11,feature 362,1,resource_type 2,severity_type 1
5982,event_type 23,feature 219,1,resource_type 7,severity_type 1
11924,event_type 34,feature 228,1,resource_type 2,severity_type 2
1164,event_type 22,feature 345,2,resource_type 4,severity_type 1
2114,event_type 54,feature 198,3,resource_type 2,severity_type 1
162,event_type 35,feature 232,3,resource_type 2,severity_type 2
13382,event_type 2,feature 212,8,resource_type 8,severity_type 1
9039,event_type 11,feature 54,3,resource_type 8,severity_type 1
17993,event_type 24,feature 163,2,resource_type 4,severity_type 1
3711,event_type 35,feature 312,4,resource_type 2,severity_type 2
17493,event_type 11,feature 179,1,resource_type 8,severity_type 1
8641,event_type 44,feature 368,39,resource_type 2,severity_type 1
12131,event_type 6,feature 170,4,resource_type 8,severity_type 1
16966,event_type 34,feature 277,1,resource_type 8,severity_type 2
12745,event_type 11,feature 71,6,resource_type 8,severity_type 1
3894,event_type 11,feature 80,5,resource_type 8,severity_type 1
4896,event_type 34,feature 301,3,resource_type 8,severity_type 1
5379,event_type 13,feature 179,2,resource_type 8,severity_type 1
13894,event_type 22,feature 305,1,resource_type 8,severity_type 2
15677,event_type 34,feature 135,2,resource_type 2,severity_type 1
831,event_type 34,feature 313,3,resource_type 2,severity_type 2
17418,event_type 35,feature 232,5,resource_type 2,severity_type 2
1352,event_type 14,feature 162,1,resource_type 8,severity_type 1
1490,event_type 34,feature 312,2,resource_type 2,severity_type 1
7547,event_type 43,feature 290,1,resource_type 2,severity_type 1
5809,event_type 35,feature 312,2,resource_type 2,severity_type 2
7103,event_type 10,feature 219,1,resource_type 2,severity_type 1
6563,event_type 11,feature 134,1,resource_type 8,severity_type 1
10998,event_type 54,feature 71,30,resource_type 8,severity_type 1
10246,event_type 11,feature 70,2,resource_type 8,severity_type 1
2186,event_type 35,feature 228,23,resource_type 2,severity_type 2
3974,event_type 34,feature 315,9,resource_type 2,severity_type 2
18448,event_type 15,feature 193,41,resource_type 8,severity_type 1
6130,event_type 34,feature 313,84,resource_type 2,severity_type 2
2777,event_type 35,feature 312,20,resource_type 2,severity_type 2
1861,event_type 23,feature 223,2,resource_type 8,severity_type 1
10962,event_type 28,feature 35,1,resource_type 9,severity_type 1
11352,event_type 15,feature 203,4,resource_type 2,severity_type 1
15100,event_type 11,feature 305,1,resource_type 8,severity_type 1
406,event_type 23,feature 306,4,resource_type 4,severity_type 1
432,event_type 35,feature 232,6,resource_type 2,severity_type 2
9753,event_type 11,feature 47,4,resource_type 4,severity_type 1
9222,event_type 34,feature 307,1,resource_type 8,severity_type 2
15686,event_type 54,feature 80,4,resource_type 8,severity_type 1
6346,event_type 15,feature 71,18,resource_type 8,severity_type 1
7612,event_type 35,feature 232,37,resource_type 2,severity_type 2
12513,event_type 22,feature 302,4,resource_type 8,severity_type 4
3756,event_type 11,feature 54,1,resource_type 8,severity_type 1
14794,event_type 34,feature 312,16,resource_type 2,severity_type 2
16766,event_type 23,feature 306,1,resource_type 7,severity_type 4
3742,event_type 13,feature 219,1,resource_type 7,severity_type 1
12046,event_type 22,feature 305,12,resource_type 7,severity_type 1
17844,event_type 34,feature 314,83,resource_type 2,severity_type 2
5868,event_type 35,feature 313,44,resource_type 2,severity_type 2
15100,event_type 22,feature 306,1,resource_type 8,severity_type 1
12069,event_type 35,feature 229,1,resource_type 2,severity_type 2
1118,event_type 34,feature 313,1,resource_type 2,severity_type 2
6962,event_type 35,feature 219,1,resource_type 2,severity_type 1
7576,event_type 11,feature 75,8,resource_type 8,severity_type 2
2180,event_type 54,feature 188,1,resource_type 8,severity_type 1
2311,event_type 34,feature 134,1,resource_type 2,severity_type 1
7378,event_type 10,feature 55,1,resource_type 9,severity_type 1
11710,event_type 21,feature 312,1,resource_type 2,severity_type 1
16116,event_type 34,feature 313,4,resource_type 2,severity_type 2
15181,event_type 10,feature 55,1,resource_type 3,severity_type 1
14075,event_type 34,feature 232,16,resource_type 2,severity_type 2
1416,event_type 35,feature 308,1,resource_type 2,severity_type 4
7350,event_type 11,feature 82,24,resource_type 1,severity_type 1
8480,event_type 23,feature 223,1,resource_type 8,severity_type 1
7796,event_type 34,feature 221,1,resource_type 2,severity_type 2
11149,event_type 34,feature 308,7,resource_type 2,severity_type 2
15185,event_type 34,feature 233,2,resource_type 2,severity_type 2
11548,event_type 34,feature 232,2,resource_type 2,severity_type 1
7035,event_type 11,feature 71,3,resource_type 2,severity_type 1
14311,event_type 11,feature 306,1,resource_type 4,severity_type 2
6785,event_type 35,feature 232,1,resource_type 2,severity_type 2
7516,event_type 34,feature 232,1,resource_type 2,severity_type 2
10207,event_type 11,feature 54,1,resource_type 2,severity_type 1
8969,event_type 34,feature 307,2,resource_type 2,severity_type 2
406,event_type 22,feature 134,1,resource_type 7,severity_type 1
11374,event_type 44,feature 374,1,resource_type 2,severity_type 1
6212,event_type 34,feature 312,2,resource_type 2,severity_type 1
7672,event_type 34,feature 235,3,resource_type 2,severity_type 2
6859,event_type 11,feature 201,29,resource_type 8,severity_type 1
14540,event_type 54,feature 68,1,resource_type 8,severity_type 1
1284,event_type 15,feature 82,9,resource_type 8,severity_type 2
6885,event_type 10,feature 55,2,resource_type 2,severity_type 1
15342,event_type 34,feature 234,1,resource_type 2,severity_type 2
7486,event_type 11,feature 39,1,resource_type 3,severity_type 2
3681,event_type 34,feature 312,4,resource_type 2,severity_type 2
6198,event_type 3,feature 80,21,resource_type 8,severity_type 1
4566,event_type 11,feature 223,1,resource_type 8,severity_type 1
7590,event_type 11,feature 219,1,resource_type 2,severity_type 1
7206,event_type 34,feature 233,6,resource_type 2,severity_type 2
15547,event_type 14,feature 47,1,resource_type 4,severity_type 1
13571,event_type 20,feature 219,1,resource_type 8,severity_type 1
10305,event_type 35,feature 234,23,resource_type 2,severity_type 2
14280,event_type 14,feature 163,7,resource_type 8,severity_type 1
5995,event_type 34,feature 234,1,resource_type 2,severity_type 2
17491,event_type 23,feature 306,2,resource_type 7,severity_type 2
15181,event_type 11,feature 134,1,resource_type 9,severity_type 1
9146,event_type 45,feature 293,1,resource_type 2,severity_type 1
15985,event_type 35,feature 312,5,resource_type 2,severity_type 2
14686,event_type 32,feature 171,6,resource_type 8,severity_type 1
13120,event_type 35,feature 227,1,resource_type 8,severity_type 1
15626,event_type 11,feature 54,4,resource_type 8,severity_type 1
6806,event_type 15,feature 71,1,resource_type 8,severity_type 1
4149,event_type 11,feature 203,7,resource_type 8,severity_type 1
17314,event_type 15,feature 203,14,resource_type 8,severity_type 2
2184,event_type 22,feature 304,2,resource_type 7,severity_type 1
15436,event_type 43,feature 376,10,resource_type 2,severity_type 1
9213,event_type 35,feature 312,1,resource_type 2,severity_type 2
18095,event_type 35,feature 312,4,resource_type 2,severity_type 2
14372,event_type 35,feature 232,1,resource_type 2,severity_type 2
5804,event_type 11,feature 171,2,resource_type 8,severity_type 1
11595,event_type 13,feature 48,1,resource_type 2,severity_type 1
3979,event_type 35,feature 228,1,resource_type 2,severity_type 2
15789,event_type 34,feature 312,1,resource_type 2,severity_type 2
17365,event_type 42,feature 283,5,resource_type 2,severity_type 1
